operator_id,operator_name,skill_index,skill_name,skill_id,function_key,enhanced,unlock,elite,level
char_4027_heyak,霍尔海雅,2,“职业操守”·β,meet_spd&cost_condChar_011,“职业操守”·β,1,精英 2 提升,2,1
char_4027_heyak,霍尔海雅,3,文献学顾问,meet_spd&condChar_mustget_000,文献学顾问,0,精英 2 解锁,2,1
char_4031_liesel,复奏,1,专业经理·α,meet_spd&cost_condChar_020,专业经理·α,0,初始解锁,0,1
char_4031_liesel,复奏,2,专业经理·β,meet_spd&cost_condChar_021,专业经理·β,1,精英 2 提升,2,1
char_4032_provs,但书,1,合同法,trade_ord_law_000,合同法,0,初始解锁,0,1
char_4032_provs,但书,2,违约索赔·α,trade_ord_against_000,违约索赔·α,0,初始解锁,0,1
char_4032_provs,但书,3,违约索赔·β,trade_ord_against_010,违约索赔·β,1,精英 2 提升,2,1
char_4036_forcer,见行者,1,线索搜集·α,meet_spd&cost_000,线索搜集·α,0,初始解锁,0,1
char_4036_forcer,见行者,2,逻辑推理,meet_spd&cost_100,逻辑推理,1,精英 2 提升,2,1
char_4037_demetr,贝洛内,1,家族经营·α,trade_ord_spd_ext_020,家族经营·α,0,初始解锁,0,1
char_4037_demetr,贝洛内,2,家族经营·β,trade_ord_spd_ext_021,家族经营·β,1,精英 2 提升,2,1
char_4037_demetr,贝洛内,3,未偿还的债务,trade_ord_limit&cost_P_020,未偿还的债务,0,初始解锁,0,1
char_4039_horn,号角,1,军事工程学,workshop_formula_cost3_112,军事工程学,0,初始解锁,0,1
char_4039_horn,号角,2,DIY·炽合金,workshop_formula_device_111,DIY·炽合金,0,精英 2 解锁,2,1
char_4040_rockr,洛洛,1,舍弃的赘余,workshop_proc_probability_031,舍弃的赘余,0,初始解锁,0,1
char_4040_rockr,洛洛,2,无用的赠予,workshop_formula_drop_020,无用的赠予,0,精英 2 解锁,2,1
char_4041_chnut,褐果,1,标准化·α,manu_prod_spd_000,标准化·α,0,初始解锁,0,1
char_4041_chnut,褐果,2,地质学·α,manu_formula_spd_201,地质学·α,0,精英 1 解锁,1,1
char_4042_lumen,流明,1,柔和微光·α,dorm_powToRecAll_000,柔和微光·α,0,初始解锁,0,1
char_4042_lumen,流明,2,柔和微光·β,dorm_powToRecAll_010,柔和微光·β,1,精英 2 提升,2,1
char_4043_erato,埃拉托,1,狙击专精·α,train_spd&profession2_040,狙击专精·α,0,初始解锁,0,1
char_4043_erato,埃拉托,2,拂弦,train_spd&profession2_240,拂弦,1,精英 2 提升,2,1
char_4045_heidi,海蒂,1,订单分发·α,trade_ord_spd_000,订单分发·α,0,初始解锁,0,1
char_4045_heidi,海蒂,2,名流欢会,trade_ord_spd_021,名流欢会,1,精英 2 提升,2,1
char_4045_heidi,海蒂,3,“一千封信”,control_clue_faction_070,“一千封信”,0,精英 2 解锁,2,1
char_4046_ebnhlz,黑键,1,乐感,trade_ord_spd_bd_n1_000,乐感,0,初始解锁,0,1
char_4046_ebnhlz,黑键,2,徘徊旋律,trade_ord_spd_bd_000,徘徊旋律,0,初始解锁,0,1
char_4046_ebnhlz,黑键,3,怅惘和声,trade_ord_spd_bd_010,怅惘和声,1,精英 2 提升,2,1
char_4047_pianst,车尔尼,1,慢板行歌,dorm_rec_bd_n1_n3_000,慢板行歌,0,初始解锁,0,1
char_4047_pianst,车尔尼,2,琴键漫步,dorm_rec_bd_n1_100,琴键漫步,0,精英 2 解锁,2,1
char_4048_doroth,多萝西,1,源石技艺理论应用,manu_skill_spd1_010,源石技艺理论应用,0,初始解锁,0,1
char_4048_doroth,多萝西,2,莱茵科技·β,manu_prod_spd_011,莱茵科技·β,0,精英 2 解锁,2,1
char_405_absin,苦艾,1,秘密搜查,meet_team_050,秘密搜查,0,初始解锁,0,1
char_405_absin,苦艾,2,甄别,meet_flag_050,甄别,0,精英 2 解锁,2,1
char_4051_akkord,协律,1,澎湃紊流,power_rec_spd_008,澎湃紊流,0,初始解锁,0,1
char_4051_akkord,协律,2,澎湃紊流,power_rec_spd_009,澎湃紊流,1,精英 1 提升,1,1
char_4051_akkord,协律,3,赋格融汇,dorm_rec_oneself2_001,赋格融汇,0,精英 1 解锁,1,1
char_4052_surfer,寻澜,1,人情练达,meet_spd&sami_100,人情练达,0,初始解锁,0,1
char_4052_surfer,寻澜,2,情报探查,meet_spd&sami_110,情报探查,1,精英 2 提升,2,1
char_4054_malist,至简,1,绘图设计,manu_constrLv_000,绘图设计,0,初始解锁,0,1
char_4054_malist,至简,2,机械辅助·α,manu_prod_spd_bd_100,机械辅助·α,0,初始解锁,0,1
char_4054_malist,至简,3,机械辅助·β,manu_prod_spd_bd_110,机械辅助·β,1,精英 2 提升,2,1
char_4055_bgsnow,鸿雪,1,销路宣发,trade_ord_spd&gold_100,销路宣发,0,初始解锁,0,1
char_4055_bgsnow,鸿雪,2,际崖居民,trade_ord_line_durin_010,际崖居民,0,精英 2 解锁,2,1
char_4056_titi,缇缇,1,修旧如旧·α,workshop_formula_probability_118,修旧如旧·α,0,初始解锁,0,1
char_4056_titi,缇缇,2,修旧如旧·β,workshop_formula_probability_128,修旧如旧·β,1,精英 2 提升,2,1
char_4056_titi,缇缇,3,与历史对话,workshop_formula_cost3_600,与历史对话,0,精英 2 解锁,2,1
char_4058_pepe,佩佩,1,多面逢源,trade_ord_limit&trade&lv_000,多面逢源,0,初始解锁,0,1
char_4058_pepe,佩佩,2,慧眼独到,trade_ord_pepe_000,慧眼独到,0,精英 2 解锁,2,1
char_4062_totter,铅踝,1,模糊视线,manu_prod_spd_reduce_000,模糊视线,0,初始解锁,0,1
char_4062_totter,铅踝,2,窗外雪啸,manu_prod_spd_addition&cost_000,窗外雪啸,0,精英 1 解锁,1,1
char_4063_quartz,石英,1,标准化·α,manu_prod_spd_000,标准化·α,0,初始解锁,0,1
char_4063_quartz,石英,2,精准排期,trade_ord_spd&formula_000,精准排期,0,精英 1 解锁,1,1
char_4064_mlynar,玛恩纳,1,独善其身,control_mp_cost_008,独善其身,0,初始解锁,0,1
char_4064_mlynar,玛恩纳,2,公事公办,control_mp_lonely_000,公事公办,0,精英 2 解锁,2,1
char_4065_judge,斥罪,1,法为正典,hire_spd_cost_210,法为正典,0,初始解锁,0,1
char_4065_judge,斥罪,2,寻同路人,dorm_hireToRecAll_000,寻同路人,0,精英 2 解锁,2,1
char_4066_highmo,海沫,1,意识兼容,manu_skill_change_000,意识兼容,0,初始解锁,0,1
char_4066_highmo,海沫,2,标准化·β,manu_prod_spd_010,标准化·β,0,精英 2 解锁,2,1
char_4067_lolxh,罗小黑,1,御灵之力·金,workshop_proc_cost_000,御灵之力·金,0,初始解锁,0,1
char_4067_lolxh,罗小黑,2,化猫,workshop_formula_lolxh_000,化猫,0,精英 1 解锁,1,1
char_4071_peper,明椒,1,朝气蓬勃,control_tra_spd_020,朝气蓬勃,0,初始解锁,0,1
char_4071_peper,明椒,2,裁缝·α,trade_ord_wt&cost_000,裁缝·α,0,初始解锁,0,1
char_4071_peper,明椒,3,裁缝·β,trade_ord_wt&cost_010,裁缝·β,1,精英 2 提升,2,1
char_4072_ironmn,白铁,1,心相连,workshop_formula_cost&dorm_000,心相连,0,初始解锁,0,1
char_4072_ironmn,白铁,2,意相通,workshop_formula_dorm_002,意相通,0,精英 2 解锁,2,1
char_4077_palico,泰拉大陆调查团,1,可爱的艾露猫,trade_ord_spd&limit&bd_000,可爱的艾露猫,0,初始解锁,0,1
char_4077_palico,泰拉大陆调查团,2,可靠的随从们,manu_prod_spd&limit&bd_000,可靠的随从们,0,等级 30 解锁,0,30
char_4078_bdhkgt,截云,1,古老巫术,manu_bd_to_bd_000,古老巫术,0,初始解锁,0,1
char_4078_bdhkgt,截云,2,逐水草,manu_prod_spd_bd_200,逐水草,0,初始解锁,0,1
char_4078_bdhkgt,截云,3,问枯荣,manu_prod_spd_bd_201,问枯荣,1,精英 2 提升,2,1
char_4079_haini,海霓,1,穹顶物流管理·α,power_rec_spd_025,穹顶物流管理·α,0,初始解锁,0,1
char_4079_haini,海霓,2,穹顶物流管理·β,power_rec_spd_026,穹顶物流管理·β,1,精英 2 提升,2,1
char_4080_lin,林,1,特殊渠道,hire_spd_cost_111,特殊渠道,0,初始解锁,0,1
char_4080_lin,林,2,用人唯才,hire_spd_cost&extra_000,用人唯才,0,精英 2 解锁,2,1
char_4081_warmy,温米,1,大锅饭·α,dorm_rec_all_014,大锅饭·α,0,初始解锁,0,1
char_4081_warmy,温米,2,大锅饭·β,dorm_rec_all_024,大锅饭·β,1,精英 2 提升,2,1
char_4081_warmy,温米,3,金属工艺·α,manu_formula_spd_101,金属工艺·α,0,精英 2 解锁,2,1
char_4082_qiubai,仇白,1,近卫专精·α,train_spd&profession3_160,近卫专精·α,0,初始解锁,0,1
char_4082_qiubai,仇白,2,实战技巧：领主,train_spd&profession3_161,实战技巧：领主,1,精英 2 提升,2,1
char_4083_chimes,铎铃,1,跋山涉水,trade_cost&bd2_000,跋山涉水,0,初始解锁,0,1
char_4083_chimes,铎铃,2,万里传书,trade_cost&bd2_001,万里传书,1,精英 2 提升,2,1
char_4087_ines,伊内丝,1,人事管理·β,hire_spd_001,人事管理·β,0,初始解锁,0,1
char_4087_ines,伊内丝,2,聚影,meet_spd_hast_000,聚影,0,精英 2 解锁,2,1
char_4088_hodrer,赫德雷,1,白手起家·α,trade_ord_par&per_000,白手起家·α,0,初始解锁,0,1
char_4088_hodrer,赫德雷,2,白手起家·β,trade_ord_par&per_001,白手起家·β,1,精英 2 提升,2,1
char_4091_ulika,U-Official,1,天真的谈判者,trade_ord_spd&wt_000,天真的谈判者,0,初始解锁,0,1
char_4091_ulika,U-Official,2,显眼的调查者,meet_spd_Owned_000,显眼的调查者,0,等级 30 解锁,0,30
char_4093_frston,Friston-3,1,备用能源,power_rec_spd_000,备用能源,0,初始解锁,0,1
char_4093_frston,Friston-3,2,“愉快的对谈”,power_rec_spd_P_000,“愉快的对谈”,0,等级 30 解锁,0,30
char_4098_vvana,薇薇安娜,1,金盏花诗会,control_mp_cost_010,金盏花诗会,0,初始解锁,0,1
char_4098_vvana,薇薇安娜,2,烛骑士微光,control_prod_fraction_000,烛骑士微光,0,精英 2 解锁,2,1
char_4100_caper,跃跃,1,线索搜集·α,meet_spd&team_000,线索搜集·α,0,初始解锁,0,1
char_4100_caper,跃跃,2,无辜笑脸,meet_spd&exchange_000,无辜笑脸,0,精英 1 解锁,1,1
char_4102_threye,凛视,1,远见,meet_spd&bd_000,远见,0,初始解锁,0,1
char_4102_threye,凛视,2,未来之途,meet_spd&bd_010,未来之途,1,精英 2 提升,2,1
char_4104_coldst,冰酿,1,笑靥如春,control_mp_cost_009,笑靥如春,0,初始解锁,0,1
char_4104_coldst,冰酿,2,小酌怡情,dorm_rec_all&single_000,小酌怡情,0,精英 2 解锁,2,1
char_4105_almond,杏仁,1,小奇思,manu_formula_spd&cost_000,小奇思,0,初始解锁,0,1
char_4105_almond,杏仁,2,挑大梁,manu_formula_spd&cost_bd_000,挑大梁,0,精英 2 解锁,2,1
char_4106_bryota,苍苔,1,金属工艺·α,manu_formula_spd_100,金属工艺·α,0,初始解锁,0,1
char_4106_bryota,苍苔,2,打工心得,manu_skill_spd1_020,打工心得,0,精英 2 解锁,2,1
char_4107_vrdant,维荻,1,谨慎加工,workshop_formula_cost3_101,谨慎加工,0,初始解锁,0,1
char_4107_vrdant,维荻,2,DIY·酮凝集·α,workshop_formula_device_060,DIY·酮凝集·α,0,精英 1 解锁,1,1
char_4109_baslin,深律,1,宫廷礼仪,hire_spd_cost_101,宫廷礼仪,0,初始解锁,0,1
char_4109_baslin,深律,2,威权谕使,hire_spd_cost_120,威权谕使,1,精英 2 提升,2,1
char_4109_baslin,深律,3,心声图绘,hire_spd_bd_n1_n1_300,心声图绘,0,精英 2 解锁,2,1
char_411_tomimi,特米米,1,烤肉大师,dorm_rec_single_P_001,烤肉大师,0,初始解锁,0,1
char_411_tomimi,特米米,2,一知半解,train_spd&profession2_150,一知半解,0,精英 2 解锁,2,1
char_4110_delphn,戴菲恩,1,旧识新交,hire_spd&clue2_260,旧识新交,0,初始解锁,0,1
char_4110_delphn,戴菲恩,2,运筹好手,control_tra_limit&spd_010,运筹好手,0,精英 2 解锁,2,1
char_4114_harold,哈洛德,1,线索搜集·α,meet_spd_000,线索搜集·α,0,初始解锁,0,1
char_4114_harold,哈洛德,2,交个朋友,meet_team&char_000,交个朋友,0,精英 2 解锁,2,1
char_4116_blkkgt,锏,1,威压,trade_ord_spd&limit_100,威压,0,初始解锁,0,1
char_4116_blkkgt,锏,2,不怒自威,trade_ord_spd&limit_101,不怒自威,1,精英 2 提升,2,1
char_4116_blkkgt,锏,3,冠军风采,trade_ord_spd_variable3_000,冠军风采,0,精英 2 解锁,2,1
char_4117_ray,莱伊,1,探井人·α,workshop_formula_probability_116,探井人·α,0,初始解锁,0,1
char_4117_ray,莱伊,2,探井人·β,workshop_formula_probability_126,探井人·β,1,精英 2 提升,2,1
char_4117_ray,莱伊,3,岩体锚固,workshop_formula_drop_040,岩体锚固,0,精英 2 解锁,2,1
char_4119_wanqin,万顷,1,天师府工艺,workshop_proc_probability_032,天师府工艺,0,初始解锁,0,1
char_4119_wanqin,万顷,2,勤学不倦,workshop_formula_cost3_400,勤学不倦,0,精英 2 解锁,2,1
char_4121_zuole,左乐,1,学无不精·α,train_spd_001,学无不精·α,0,初始解锁,0,1
char_4121_zuole,左乐,2,思而后行,train_spd_bd&reduceTime_000,思而后行,0,精英 2 解锁,2,1
char_4122_grabds,小满,1,善解人意,dorm_rec_single_1010,善解人意,0,初始解锁,0,1
char_4122_grabds,小满,2,乡野笛音,dorm_rec_all_025,乡野笛音,0,精英 2 解锁,2,1
char_4123_ela,艾拉,1,战术指导·防守,train_spd_tag_020,战术指导·防守,0,初始解锁,0,1
char_4123_ela,艾拉,2,反抗者,control_clue_cost&faction_990,反抗者,0,精英 2 解锁,2,1
char_4124_iana,双月,1,战术指导·进攻,train_spd_tag_030,战术指导·进攻,0,初始解锁,0,1
char_4124_iana,双月,2,情报专家,meet_spd_bd_000,情报专家,0,精英 2 解锁,2,1
char_4125_rdoc,医生,1,战术指导·防守,train_spd_tag_1020,战术指导·防守,0,初始解锁,0,1
char_4125_rdoc,医生,2,利他主义,dorm_rec_all_026,利他主义,0,精英 2 解锁,2,1
char_4126_fuze,导火索,1,战术指导·进攻,train_spd_tag_1030,战术指导·进攻,0,初始解锁,0,1
char_4126_fuze,导火索,2,实干的寡言者,manu_prod_bd_000,实干的寡言者,0,精英 2 解锁,2,1
char_4130_luton,露托,1,一丝不苟,workshop_formula_cost3_100,一丝不苟,0,初始解锁,0,1
char_4130_luton,露托,2,高效回收,workshop_formula_probability_101,高效回收,0,精英 1 解锁,1,1
char_4131_odda,奥达,1,“职业操守”·α,meet_spd&cost_condChar_001,“职业操守”·α,0,初始解锁,0,1
char_4131_odda,奥达,2,“职业操守”·β,meet_spd&cost_condChar_011,“职业操守”·β,1,精英 2 提升,2,1
char_4131_odda,奥达,3,暗线,meet_spd&condChar_mustget_100,暗线,0,精英 2 解锁,2,1
char_4132_ascln,阿斯卡纶,1,S.W.E.E.P.主管,control_train_spd_010,S.W.E.E.P.主管,0,初始解锁,0,1
char_4132_ascln,阿斯卡纶,2,情报主脑,control_tra_spd_030,情报主脑,0,精英 2 解锁,2,1
char_4133_logos,逻各斯,1,女妖之力,train_spd_doubleProf_200,女妖之力,0,初始解锁,0,1
char_4133_logos,逻各斯,2,言语之义,train_spd_reduceTime_001,言语之义,0,精英 2 解锁,2,1
char_4134_cetsyr,魔王,1,魔王传承,control_mp_cost_double_000,魔王传承,0,初始解锁,0,1
char_4134_cetsyr,魔王,2,“未完的故事”,control_mp_cost_double_001,“未完的故事”,1,精英 2 提升,2,1
char_4134_cetsyr,魔王,3,期冀之汇,control_upMeetingSpeed_100,期冀之汇,0,精英 2 解锁,2,1
char_4136_phonor,PhonoR-0,1,挽歌充能·α,power_rec_spd_004,挽歌充能·α,0,初始解锁,0,1
char_4136_phonor,PhonoR-0,2,咒文共鸣,power_rec_spd_P_001,咒文共鸣,0,等级 30 解锁,0,30
char_4137_udflow,深巡,1,对陆接洽代表·α,trade_ord_spd_ext_000,对陆接洽代表·α,0,初始解锁,0,1
char_4137_udflow,深巡,2,对陆接洽代表·β,trade_ord_spd_ext_001,对陆接洽代表·β,1,精英 2 提升,2,1
char_4138_narant,娜仁图亚,1,无畏豪情,manu_prod_limit&cost_011,无畏豪情,0,初始解锁,0,1
char_4138_narant,娜仁图亚,2,齐心沙盗,manu_formula_spd&dorm&lv_000,齐心沙盗,0,精英 2 解锁,2,1
char_4139_papyrs,莎草,1,医疗专精·α,train_spd&profession3_182,医疗专精·α,0,初始解锁,0,1
char_4139_papyrs,莎草,2,实战技巧：链愈师,train_spd&profession3_183,实战技巧：链愈师,1,精英 2 提升,2,1
char_4140_lasher,衡沙,1,订单分发·α,trade_ord_spd&limit_034,订单分发·α,0,初始解锁,0,1
char_4140_lasher,衡沙,2,大巴扎管理学,trade_ord_spd&limit_035,大巴扎管理学,1,精英 2 提升,2,1
char_4141_marcil,玛露西尔,1,差遣使魔·α,manu_prod_spd_004,差遣使魔·α,0,初始解锁,0,1
char_4141_marcil,玛露西尔,2,差遣使魔·β,manu_prod_spd_014,差遣使魔·β,1,精英 2 提升,2,1
char_4141_marcil,玛露西尔,3,意想不到的美味,manu_prod_spd_bd_400,意想不到的美味,0,精英 2 解锁,2,1
char_4142_laios,莱欧斯,1,好奇心,meet_spd_021,好奇心,0,初始解锁,0,1
char_4142_laios,莱欧斯,2,饱餐的干劲,meet_spd_bd_001,饱餐的干劲,0,精英 2 解锁,2,1
char_4143_sensi,森西,1,资深料理人,dorm_rec_all&tag_000,资深料理人,0,初始解锁,0,1
char_4143_sensi,森西,2,森西大食堂,dorm_rec_bd_dungeon_000,森西大食堂,0,精英 2 解锁,2,1
char_4144_chilc,齐尔查克,1,半身人公会代表,trade_ord_spd&limit_036,半身人公会代表,0,初始解锁,0,1
char_4144_chilc,齐尔查克,2,熟悉的味道,trade_ord_spd_bd_100,熟悉的味道,0,精英 2 解锁,2,1
char_4145_ulpia,乌尔比安,1,“问题应当准确”,train_spd_doubleProf_201,“问题应当准确”,0,初始解锁,0,1
char_4145_ulpia,乌尔比安,2,“手段应当有效”,train_spd_power_down_000,“手段应当有效”,0,精英 2 解锁,2,1
char_4146_nymph,妮芙,1,静心仪式·α,dorm_rec_all_017,静心仪式·α,0,初始解锁,0,1
char_4146_nymph,妮芙,2,静心仪式·β,dorm_rec_all_027,静心仪式·β,1,精英 2 提升,2,1
char_4146_nymph,妮芙,3,巡心,control_dorm_rec_002,巡心,0,精英 2 解锁,2,1
char_4147_mitm,渡桥,1,懂行,trade_ord_wt&cost_003,懂行,0,初始解锁,0,1
char_4147_mitm,渡桥,2,天生的顾问,trade_ord_spd&meet_010,天生的顾问,0,精英 2 解锁,2,1
char_4148_philae,菲莱,1,灵河充能·α,power_rec_spd_005,灵河充能·α,0,初始解锁,0,1
char_4148_philae,菲莱,2,灵河共鸣,power_rec_spd&dorm&lv_000,灵河共鸣,0,精英 2 解锁,2,1
char_415_flint,燧石,1,近卫专精·α,train_spd&profession2_020,近卫专精·α,0,初始解锁,0,1
char_415_flint,燧石,2,苦行,train_spd&profession2_220,苦行,1,精英 2 提升,2,1
char_4151_tinman,锡人,1,梅兰德侦探·α,hire_spd_dorm&lv_000,梅兰德侦探·α,0,初始解锁,0,1
char_4151_tinman,锡人,2,梅兰德侦探·β,hire_spd_dorm&lv_010,梅兰德侦探·β,1,精英 2 提升,2,1
char_4155_talr,裁度,1,量体裁衣,manu_prod_spd&limit&cost_100,量体裁衣,0,初始解锁,0,1
char_4155_talr,裁度,2,得心应手,manu_prod_spd&limit&cost_200,得心应手,1,精英 2 提升,2,1
char_416_zumama,森蚺,1,自动化·α,manu_prod_spd&power_000,自动化·α,0,初始解锁,0,1
char_416_zumama,森蚺,2,自动化·β,manu_prod_spd&power_010,自动化·β,1,精英 2 提升,2,1
char_416_zumama,森蚺,3,我寻思能行,control_pow_bot_000,我寻思能行,0,精英 2 解锁,2,1
char_4162_cathy,凯瑟琳,1,工效模范·α,workshop_proc_probability&ext_000,工效模范·α,0,初始解锁,0,1
char_4162_cathy,凯瑟琳,2,工效模范·β,workshop_proc_probability&ext_001,工效模范·β,1,精英 2 提升,2,1
char_4162_cathy,凯瑟琳,3,自动化流水线,workshop_formula_cost_001,自动化流水线,0,精英 2 解锁,2,1
char_4163_rosesa,瑰盐,1,钱不我待,trade_ord_limit&trade&lv_001,钱不我待,0,初始解锁,0,1
char_4163_rosesa,瑰盐,2,订单分发·β,trade_ord_spd_1001,订单分发·β,0,精英 2 解锁,2,1
char_4164_tecno,特克诺,1,熟极而流,workshop_formula_cost5_000,熟极而流,0,初始解锁,0,1
char_4164_tecno,特克诺,2,DIY·晶体,workshop_formula_device_070,DIY·晶体,0,精英 2 解锁,2,1
char_4165_ctrail,云迹,1,气流传动,workshop_formula_probability_102,气流传动,0,初始解锁,0,1
char_4165_ctrail,云迹,2,特种专精·β,train_spd&profession_1081,特种专精·β,0,精英 2 解锁,2,1
char_4166_varkis,摆渡人,1,英雄的骄傲·α,control_meeting&mp_cost_000,英雄的骄傲·α,0,初始解锁,0,1
char_4166_varkis,摆渡人,2,英雄的骄傲·β,control_meeting&mp_cost_100,英雄的骄傲·β,1,精英 1 提升,1,1
char_4171_wulfen,钼铅,1,行动派,manu_prod_spd&limit&cost_300,行动派,0,初始解锁,0,1
char_4171_wulfen,钼铅,2,收纳达人,manu_prod_limit&cost_1020,收纳达人,0,精英 2 解锁,2,1
char_4172_xingzh,行箸,1,踏坊寻味·α,hire_spd_cost_112,踏坊寻味·α,0,初始解锁,0,1
char_4172_xingzh,行箸,2,踏坊寻味·β,hire_spd_cost_121,踏坊寻味·β,1,精英 2 提升,2,1
char_4172_xingzh,行箸,3,线索搜集·β,meet_spd_1020,线索搜集·β,0,精英 2 解锁,2,1
char_4173_nowell,诺威尔,1,熟手的尊严,workshop_formula_probability_117,熟手的尊严,0,初始解锁,0,1
char_4173_nowell,诺威尔,2,长生的余裕,workshop_formula_cost3_102,长生的余裕,0,精英 2 解锁,2,1
char_4177_brigid,水灯心,1,永不停歇·α,hire_spd_cost_220,永不停歇·α,0,初始解锁,0,1
char_4177_brigid,水灯心,2,永不停歇·β,hire_spd_cost_230,永不停歇·β,1,精英 2 提升,2,1
char_4178_alanna,阿兰娜,1,机械精通·α,manu_token_prod_spd_000,机械精通·α,0,初始解锁,0,1
char_4178_alanna,阿兰娜,2,机械精通·β,manu_token_prod_spd_010,机械精通·β,1,精英 2 提升,2,1
char_4178_alanna,阿兰娜,3,“搭把手！”,manu_prod_spd_double_000,“搭把手！”,0,精英 2 解锁,2,1
char_4179_monstr,Mon3tr,1,博识生手,control_mp_cost_012,博识生手,0,初始解锁,0,1
char_4179_monstr,Mon3tr,2,最高权限,control_prod_spd_1000,最高权限,0,精英 2 解锁,2,1
char_4182_oblvns,丰川祥子,1,丰富工作经验,control_prod_bd_spd_000,丰富工作经验,0,初始解锁,0,1
char_4182_oblvns,丰川祥子,2,丰富工作经验,control_prod_bd_spd_010,丰富工作经验,1,精英 2 提升,2,1
char_4182_oblvns,丰川祥子,3,生活的重压,control_mp_cost&bd3_000,生活的重压,0,初始解锁,0,1
char_4183_mortis,若叶睦,1,演技的怪物,control_mp_bd&trade_000,演技的怪物,0,初始解锁,0,1
char_4183_mortis,若叶睦,2,互为半身,control_mp_cost_reset_000,互为半身,0,精英 2 解锁,2,1
char_4184_dolris,三角初华,1,偶像光环,control_dorm_bd_000,偶像光环,0,初始解锁,0,1
char_4184_dolris,三角初华,2,羁绊相生,control_dorm_rec2_000,羁绊相生,0,精英 2 解锁,2,1
char_4185_amoris,祐天寺若麦,1,勤学苦练,control_meeting_spd&bd_000,勤学苦练,0,初始解锁,0,1
char_4185_amoris,祐天寺若麦,2,成效优先,control_mp&meet_spd_000,成效优先,0,精英 2 解锁,2,1
char_4186_tmoris,八幡海铃,1,可靠伙伴,control_hire_spd&bd_000,可靠伙伴,0,初始解锁,0,1
char_4186_tmoris,八幡海铃,2,家族认可,control_tra_limit&spd2_000,家族认可,0,精英 2 解锁,2,1
char_4187_graceb,聆音,1,恩典颂歌,dorm_rec_single_033,恩典颂歌,0,初始解锁,0,1
char_4187_graceb,聆音,2,近卫专精·α,train_spd&profession_1020,近卫专精·α,0,初始解锁,0,1
char_4188_confes,CONFESS-47,1,充能中,power_rec_spd_006,充能中,0,初始解锁,0,1
char_4188_confes,CONFESS-47,2,维护中,power_rec_spd_ext&faction_000,维护中,0,等级 30 解锁,0,30
char_4191_tippi,蒂比,1,蓝卡坞多面手,workshop_proc_probability_033,蓝卡坞多面手,0,初始解锁,0,1
char_4191_tippi,蒂比,2,拍摄日愉快,workshop_formula_cost3_500,拍摄日愉快,0,精英 2 解锁,2,1
char_4193_lemuen,蕾缪安,1,订单分发·α,trade_ord_spd&multiPar_000,订单分发·α,0,初始解锁,0,1
char_4193_lemuen,蕾缪安,2,相伴,trade_ord_spd&multiPar_100,相伴,1,精英 2 提升,2,1
char_4194_rmixer,信仰搅拌机,1,泡茶高手,meet_spd_011,泡茶高手,0,初始解锁,0,1
char_4194_rmixer,信仰搅拌机,2,社交达人,meet_spd_022,社交达人,1,精英 2 提升,2,1
char_4194_rmixer,信仰搅拌机,3,不泯童心,meet_spd_ext&P_000,不泯童心,0,精英 2 解锁,2,1
char_4195_radian,电弧,1,点滴关照,control_mp_cost_013,点滴关照,0,初始解锁,0,1
char_4195_radian,电弧,2,无言的慈爱,control_dorm_rec_tag_001,无言的慈爱,0,精英 2 解锁,2,1
char_4196_reckpr,录武官,1,医疗专精·α,train_spd&profession3_184,医疗专精·α,0,初始解锁,0,1
char_4196_reckpr,录武官,2,学无不精·α,train_spd_002,学无不精·α,0,精英 2 解锁,2,1
char_4198_christ,Miss.Christine,1,午休好去处,manu_prod_limit&cost_012,午休好去处,0,初始解锁,0,1
char_4198_christ,Miss.Christine,2,盛餐的回报,manu_prod_spd_double_100,盛餐的回报,0,精英 2 解锁,2,1
char_4199_makiri,松桐,1,线索搜集·α,meet_spd_1000,线索搜集·α,0,初始解锁,0,1
char_4199_makiri,松桐,2,见微知著,meet_spd_notOwned_002,见微知著,0,精英 2 解锁,2,1
char_420_flamtl,焰尾,1,小小的领袖,control_mp_cost_007,小小的领袖,0,初始解锁,0,1
char_420_flamtl,焰尾,2,红松的骑士,control_mp_psk_000,红松的骑士,0,精英 2 解锁,2,1
char_4202_haruka,遥,1,明星效应,dorm_rec_all_028,明星效应,0,初始解锁,0,1
char_4202_haruka,遥,2,节目邀约,hire_spd_012,节目邀约,0,精英 2 解锁,2,1
char_4203_kichi,吉星,1,勤俭经营·α,trade_ord_spd&share_001,勤俭经营·α,0,初始解锁,0,1
char_4203_kichi,吉星,2,勤俭经营·β,trade_ord_spd&share_002,勤俭经营·β,1,精英 2 提升,2,1
char_4204_mantra,真言,1,订单分发·α,trade_ord_spd&tag_000,订单分发·α,0,初始解锁,0,1
char_4204_mantra,真言,2,精英小队,trade_ord_spd&tag_010,精英小队,1,精英 2 提升,2,1
char_4207_branch,折桠,1,铁匠天赋,workshop_formula_cost5_100,铁匠天赋,0,初始解锁,0,1
char_4207_branch,折桠,2,余料利用,workshop_formula_device_021,余料利用,0,精英 2 解锁,2,1
char_4208_wintim,冬时,1,科学改造,manu_prod_spd&manu_000,科学改造,0,初始解锁,0,1
char_4208_wintim,冬时,2,流程优化,manu_prod_spd&manu_100,流程优化,1,精英 1 提升,1,1
char_421_crow,羽毛笔,1,放空,workshop_formula_cost3_000,放空,0,初始解锁,0,1
